 ,ROI,Vamp3
1,0,10944.009
2,1,9556.895
3,2,8348.043
4,3,10722.760
5,4,9264.939
6,5,11608.606
7,6,12371.426
8,7,14948.512
9,8,14388.635
10,9,16958.027
