 ,ROI,Vamp3
1,0,7942.652
2,1,8921.672
3,2,6532.217
4,3,8655.538
5,4,10241.118
6,5,9923.020
7,6,11191.226
8,7,13744.089
9,8,3887.298
10,9,2436.434
