 ,ROI,Vamp3
1,0,7521.143
2,1,8241.130
3,2,9856.213
4,3,8178.222
5,4,11386.185
6,5,10143.220
7,6,11189.761
8,7,10930.809
9,8,8860.188
10,9,10850.906
