 ,ROI,Vamp3
1,0,17847.256
2,1,20638.502
3,2,13340.566
4,3,12771.997
5,4,18756.986
6,5,24175.496
7,6,29662.067
8,7,23110.419
9,8,12676.912
10,9,7903.488
