 ,ROI,Vamp3
1,0,22680.320
2,1,18409.341
3,2,12692.795
4,3,11709.827
5,4,10223.710
6,5,8153.363
7,6,8083.452
8,7,7813.057
9,8,6939.350
10,9,8935.725
