 ,ROI,Vamp3
1,0,7056.302
2,1,8246.948
3,2,6662.474
4,3,11570.656
5,4,10229.160
6,5,10525.949
7,6,9124.187
8,7,7319.017
9,8,6530.388
10,9,5940.907
