 ,Compartment,Mean intensity,Area,X_Coordinate,Y_Coordinate
1,Lamp1,3224.11764706,0.135945474599,43.1842819511,0.770631257181
2,Lamp1,3502.6,0.0399839631174,40.6256809716,2.49495157188
3,Lamp1,3949.09090909,0.0879647188584,28.2866861987,5.45897680196
4,Lamp1,8110.0,0.0559775483644,36.8877248531,11.9637590736
5,Lamp1,10359.7333333,0.119951889352,34.56864203,15.4913540252
6,Lamp1,12853.5,0.0479807557409,38.4526586348,16.1858865416
7,Lamp1,10403.4285714,0.0559775483644,37.0921243675,17.0354220231
8,Lamp1,6366.55555556,0.0719711336114,43.1375238922,17.5421624857
9,Lamp1,5715.0,0.0399839631174,32.0230164119,17.5898557057
10,Lamp1,11508.5625,0.127948681976,37.4298626275,17.7228750772
11,Lamp1,6340.18181818,0.0879647188584,26.7014286017,18.677586303
12,Lamp1,10125.4,0.0799679262349,42.1369598807,19.4230638499
13,Lamp1,8686.32,0.199919815587,33.7793192388,19.5214311162
14,Lamp1,14153.85,0.15993585247,39.2798379194,19.5348448343
15,Lamp1,9651.77777778,0.0719711336114,35.5364169528,19.5691243362
16,Lamp1,15348.7142857,0.0559775483644,36.0190269172,20.3441391614
17,Lamp1,18529.8888889,0.0719711336114,37.8813336034,20.4633722115
18,Lamp1,10533.4736842,0.151939059846,33.8755214839,20.6265332273
19,Lamp1,18976.625,0.0639743409879,35.4457501543,20.511810638
20,Lamp1,11080.7619048,0.335865290186,32.5399768502,21.225612067
21,Lamp1,8184.17647059,0.135945474599,43.8996802512,21.60660675
22,Lamp1,8771.25,0.15993585247,40.3305791728,21.730223368
23,Lamp1,12435.35,0.15993585247,36.5434394212,22.0610950819
24,Lamp1,7968.64285714,0.223910193458,41.1098523212,21.9984977306
25,Lamp1,11852.625,0.0639743409879,35.5463530403,22.0879225181
26,Lamp1,12494.4,0.0399839631174,31.1645384517,22.1326349119
27,Lamp1,10544.8571429,0.0559775483644,38.3440713928,22.4009092744
28,Lamp1,13992.0277778,0.863653603337,34.4815356629,23.0624871007
29,Lamp1,10012.6315789,0.455817179539,37.1183466736,22.7225247383
30,Lamp1,9028.95774648,0.567772276268,32.5462143941,22.9412365117
31,Lamp1,6986.4,0.0399839631174,26.6932990755,23.2057323622
32,Lamp1,5305.2,0.0799679262349,31.7010871768,23.608143906
33,Lamp1,7716.4137931,0.231906986081,42.028108329,23.6590235265
34,Lamp1,9883.48571429,0.279887741822,28.3284951902,24.1357501524
35,Lamp1,11567.7241379,0.463813972162,34.3252421486,24.4561375808
36,Lamp1,10615.85,0.15993585247,37.9652935428,24.6588851594
37,Lamp1,9004.42857143,0.0559775483644,31.9182616608,24.8409284769
38,Lamp1,30860.1111111,0.215913400834,37.1394390699,25.4711603127
39,Lamp1,9406.97222222,0.575769068891,34.8793931667,25.8425215831
40,Lamp1,12123.3061224,0.391842838551,29.9271913917,25.800876196
41,Lamp1,12560.1847134,1.25549644189,32.5645774818,26.1396628114
42,Lamp1,10713.75,0.15993585247,28.4728523472,26.9213322837
43,Lamp1,20155.4545455,0.0879647188584,29.3597836489,26.7989829153
44,Lamp1,22522.0344828,0.231906986081,45.928879233,27.1250049463
45,Lamp1,24276.6,0.0799679262349,34.6252777288,27.3818699395
46,Lamp1,21509.4444444,0.0719711336114,40.9019042042,27.6471634758
47,Lamp1,12377.4166667,0.0959615114819,41.7613757731,27.8558213133
48,Lamp1,15955.8333333,0.0959615114819,49.5413322876,27.9005337071
49,Lamp1,15491.6258065,1.23950285664,36.5490645288,28.8100703363
50,Lamp1,8757.3515625,1.02358945581,24.9432280385,28.6767129175
51,Lamp1,10028.7333333,0.119951889352,44.5126784026,28.3327535135
52,Lamp1,13053.3623853,8.7165039596,31.7875584851,31.1166264554
53,Lamp1,10502.1666667,0.143942267223,40.8770639854,28.6854846198
54,Lamp1,6795.10344828,0.231906986081,40.3907096333,28.9967582576
55,Lamp1,21949.7,0.0799679262349,48.334097656,28.9110338061
56,Lamp1,23551.25,0.0639743409879,52.4364597836,29.5437141778
57,Lamp1,7893.10810811,0.295881327069,44.9069530964,29.8183328665
58,Lamp1,17880.6666667,0.0959615114819,23.5708835779,29.8380707701
59,Lamp1,16362.042471,2.07116928948,34.8181797705,30.8365324743
60,Lamp1,9217.28395062,1.295480405,40.6452219437,30.558437114
61,Lamp1,13849.4285714,0.111955096729,37.9097224248,30.0722785469
62,Lamp1,9007.0952381,0.167932645093,21.2383870367,30.2702905764
63,Lamp1,12715.4256757,2.36705061655,38.6680636128,31.178435547
64,Lamp1,10811.75,0.127948681976,45.8749159992,30.4491401515
65,Lamp1,6320.5,0.127948681976,48.2893852623,30.7174145141
66,Lamp1,9013.75,0.191923022964,46.7877940385,31.1459082876
67,Lamp1,50087.5882353,0.135945474599,28.8763159474,31.532758165
68,Lamp1,6159.42857143,0.0559775483644,48.6917968061,31.8543868126
69,Lamp1,11319.09375,0.255897363952,30.2060165104,32.5869514782
70,Lamp1,10936.3125,0.255897363952,44.5223660879,32.760212004
71,Lamp1,14474.8417266,1.11155417466,34.7627602978,33.4889395835
72,Lamp1,22061.75,0.543781898397,27.0378475216,33.2081578607
73,Lamp1,11021.2727273,0.52778831315,23.7409261663,33.5275207159
74,Lamp1,8749.4,0.0799679262349,40.0175924164,33.5611227573
75,Lamp1,9123.5,0.0479807557409,41.6123344606,33.5641035835
76,Lamp1,10465.3529412,0.135945474599,38.6551794771,33.7525970082
77,Lamp1,11614.6723716,3.27068818301,37.8602467478,35.6915316684
78,Lamp1,7809.93333333,0.119951889352,24.5292192175,34.40171576
79,Lamp1,5921.28358209,0.535785105774,44.257928983,34.7028237013
80,Lamp1,14609.1470588,0.271890949199,33.1134727915,34.7020778404
81,Lamp1,19609.5909091,0.52778831315,35.1032938657,35.0653560771
82,Lamp1,19137.3076923,0.623749824632,31.1668313949,36.3121960924
83,Lamp1,12210.7142857,0.0559775483644,40.1708920522,35.7252026153
84,Lamp1,37548.6341463,0.327868497563,33.4023392321,36.1832320148
85,Lamp1,9708.875,0.0639743409879,25.5195987393,36.1611484545
86,Lamp1,14736.125,0.0639743409879,35.1662976933,36.2058608483
87,Lamp1,36280.4,0.0399839631174,28.3923700385,36.2617513405
88,Lamp1,25962.0,0.0479807557409,32.5804309208,36.2766554717
89,Lamp1,48170.1295337,3.08676195267,29.3204417971,37.481264505
90,Lamp1,9989.18367347,0.783685677102,36.6158004992,37.36039873
91,Lamp1,11619.25,0.127948681976,35.5575311387,36.8821358039
92,Lamp1,19654.8888889,0.0719711336114,33.2312446522,37.3944653158
93,Lamp1,30665.6,0.119951889352,30.6935679041,38.5867958161
94,Lamp1,10403.48,0.199919815587,36.3332911705,38.8049922976
95,Lamp1,8156.36936937,0.887643981207,38.3443015724,39.1289839422
96,Lamp1,25713.952381,0.50379793528,29.5066312798,39.7578347003
97,Lamp1,8849.3715847,1.4634130501,37.7990758298,40.2902647194
98,Lamp1,7465.78571429,0.111955096729,27.1979103766,40.394454021
99,Lamp1,11112.3287671,0.583765861515,30.5042650205,41.6247885977
100,Lamp1,8859.96296296,0.431826801668,31.6629988414,42.2018756524
101,Lamp1,6327.88235294,0.135945474599,24.0473774212,43.4946385666
102,Lamp1,6388.0,0.199919815587,32.1303261569,44.242019379
103,EEA1,18699.1111111,0.0719711336114,38.4178823285,14.2930618724
104,EEA1,13484.8888889,0.215913400834,38.5238672619,17.0817904314
105,EEA1,17949.7777778,0.0719711336114,31.5321736893,19.4200830237
106,EEA1,51271.6,0.0799679262349,42.0296501357,20.648183439
107,EEA1,20564.7777778,0.0719711336114,30.478948414,20.9800487616
108,EEA1,18737.5625,0.127948681976,38.6762206036,21.4619490055
109,EEA1,18692.6666667,0.0479807557409,24.7855702751,21.5364696617
110,EEA1,9056.11764706,0.135945474599,32.1271699879,22.2062788545
111,EEA1,23399.8518519,0.215913400834,30.3530913056,22.9242098829
112,EEA1,32277.7142857,0.111955096729,45.4277920616,22.7841583638
113,EEA1,14724.1,0.0799679262349,25.4413520502,23.9390156198
114,EEA1,22070.3783784,0.295881327069,27.8389031103,24.3440857385
115,EEA1,25007.8461538,0.103958304105,47.4054556318,24.8497726866
116,EEA1,18342.147541,0.487804350033,29.4258860254,26.0292100797
117,EEA1,17929.033557,1.1915221009,28.9127142719,26.9537712754
118,EEA1,23090.8333333,0.239903778705,32.7801462796,26.5979126355
119,EEA1,44190.4166667,0.767692091855,41.4139232133,26.9345597002
120,EEA1,27368.1666667,0.0479807557409,45.9345325242,27.1255188819
121,EEA1,31593.1,0.0799679262349,34.9024945701,27.5875469508
122,EEA1,11619.0769231,0.103958304105,36.7501482569,27.869578973
123,EEA1,13195.3214286,0.223910193458,39.4363312975,27.9995397219
124,EEA1,27659.1,0.399839631174,37.5369488105,28.8126665398
125,EEA1,42392.6111111,0.287884534446,20.1777096958,29.4306911825
126,EEA1,23981.0555556,0.143942267223,23.667760431,29.5697964075
127,EEA1,14465.1904762,0.335865290186,30.6982520596,29.746516821
128,EEA1,25318.2608696,0.18392623034,34.8659470483,29.8814871524
129,EEA1,11250.7857143,0.111955096729,32.199310993,30.1553158496
130,EEA1,16683.0689655,0.463813972162,37.7650128549,31.1737892918
131,EEA1,47268.8928571,0.447820386915,29.1460932476,31.3705348372
132,EEA1,27430.2898551,0.551778691021,34.5199120009,31.5546378871
133,EEA1,20351.3376623,0.615753032009,24.7724081851,31.7161848682
134,EEA1,23328.5526316,0.607756239385,38.4102995249,32.3117643442
135,EEA1,24008.4074074,0.431826801668,31.8385363873,32.3916452582
136,EEA1,14983.1666667,0.0479807557409,47.1268630245,32.2376359019
137,EEA1,20385.9157895,0.759695299231,27.191253945,33.2034236072
138,EEA1,20010.5480769,1.66333286569,35.4878829869,34.441870929
139,EEA1,26700.1702128,0.375849253304,30.6375030018,34.4218839036
140,EEA1,28891.6451613,0.247900571328,28.8423786466,34.6434511534
141,EEA1,14879.5172414,0.231906986081,38.2568491862,34.8186202867
142,EEA1,24005.02,0.399839631174,27.8754947666,35.2369432755
143,EEA1,25814.6037736,0.84766001809,30.78827944,35.6880828922
144,EEA1,20998.0,0.151939059846,32.6282810264,35.5181136337
145,EEA1,23054.625,0.255897363952,26.0309967429,36.2282170452
146,EEA1,32431.5575221,0.903637566454,33.0828188495,36.9937684065
147,EEA1,56669.0816327,0.391842838551,29.9509163353,36.9223997707
148,EEA1,40730.5233645,0.855656810713,27.7137445481,37.4802685387
149,EEA1,30818.1052632,0.151939059846,34.4073636413,37.1983583256
150,EEA1,20501.6153846,0.103958304105,23.8454635344,37.1972721946
151,EEA1,15647.2,0.0399839631174,26.5859893305,37.1917691307
152,EEA1,17417.0,0.279887741822,36.2566413526,37.4830384386
153,EEA1,52085.1351351,0.591762654138,29.4026284489,38.14813098
154,EEA1,39772.7916667,0.383846045927,21.3091816601,38.7693714239
155,EEA1,15780.2727273,0.351858875433,34.263920292,39.1213121597
156,EEA1,19669.0344828,0.463813972162,29.3344139208,39.9096659487
157,EEA1,20202.5833333,0.0959615114819,40.9491006198,39.6375370695
158,EEA1,23092.125,0.0639743409879,31.8799367519,39.7046056601
159,EEA1,22266.1960784,0.407836423798,30.8278804281,40.685648182
160,EEA1,11570.8695652,0.18392623034,31.5533418757,41.7516556875
161,EEA1,9027.20833333,0.191923022964,33.8398300117,41.90296502
