Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:100/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.294,0.147,0.004,255,255
t:101/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,3,0.442,0.147,0.007,255,255
t:102/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,5,0.723,0.145,0.011,255,255
t:103/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,5,0.749,0.150,0.011,255,255
t:104/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.237,0.118,0.004,255,255
t:105/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.301,0.150,0.004,255,255
t:106/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.224,0.112,0.003,255,255
t:107/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.307,0.154,0.005,255,255
t:108/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,3,0.435,0.145,0.006,255,255
t:109/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.237,0.237,0.004,255,255
t:110/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.179,0.179,0.003,255,255
t:111/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.288,0.288,0.004,255,255
t:112/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.346,0.173,0.005,255,255
t:113/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.275,0.275,0.004,255,255
t:114/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.237,0.118,0.004,255,255
t:115/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.109,0.109,0.002,255,255
t:116/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:117/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:118/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:119/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:120/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:121/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.102,0.102,0.002,255,255
t:122/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:123/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:124/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:125/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:126/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.096,0.096,0.001,255,255
t:127/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.115,0.115,0.002,255,255
t:128/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.102,0.102,0.002,255,255
t:129/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.102,0.102,0.002,255,255
t:130/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:131/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.134,0.134,0.002,255,255
t:132/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:133/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:134/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.141,0.141,0.002,255,255
t:135/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:136/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:137/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:138/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:139/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:140/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:141/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:142/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:143/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:144/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:145/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:146/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:147/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:148/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:149/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:150/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:151/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:152/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:153/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:154/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:155/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.198,0.099,0.003,255,255
t:156/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:157/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:158/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.115,0.115,0.002,255,255
t:159/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:160/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:161/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:162/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.237,0.118,0.004,255,255
t:163/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.186,0.186,0.003,255,255
t:164/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.294,0.147,0.004,255,255
t:165/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.237,0.118,0.004,255,255
t:166/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,2,0.205,0.102,0.003,255,255
t:167/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:168/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,1,0.134,0.134,0.002,255,255
t:169/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:170/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:171/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:172/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:173/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:174/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:175/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:176/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:177/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:178/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:179/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:180/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:181/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_1_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
