Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:38/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,82,21.587,0.263,0.322,255,255
t:39/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,88,22.995,0.261,0.343,255,255
t:40/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,82,21.677,0.264,0.323,255,255
t:41/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,89,22.963,0.258,0.342,255,255
t:42/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,89,22.797,0.256,0.340,255,255
t:43/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,85,21.530,0.253,0.321,255,255
t:44/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,81,20.058,0.248,0.299,255,255
t:45/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,79,19.424,0.246,0.289,255,255
t:46/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,85,20.211,0.238,0.301,255,255
t:47/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,85,19.603,0.231,0.292,255,255
t:48/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,79,17.427,0.221,0.260,255,255
t:49/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,78,17.075,0.219,0.254,255,255
t:50/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,66,15.098,0.229,0.225,255,255
t:51/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,48,11.200,0.233,0.167,255,255
t:52/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,51,10.995,0.216,0.164,255,255
t:53/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,45,10.240,0.228,0.153,255,255
t:54/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,42,9.434,0.225,0.141,255,255
t:55/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,53,11.430,0.216,0.170,255,255
t:56/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,53,10.835,0.204,0.161,255,255
t:57/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,32,6.931,0.217,0.103,255,255
t:58/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,40,8.755,0.219,0.130,255,255
t:59/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,46,9.293,0.202,0.138,255,255
t:60/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,37,7.872,0.213,0.117,255,255
t:61/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,39,7.853,0.201,0.117,255,255
t:62/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,40,7.942,0.199,0.118,255,255
t:63/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,34,6.893,0.203,0.103,255,255
t:64/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,37,7.322,0.198,0.109,255,255
t:65/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,40,7.597,0.190,0.113,255,255
t:66/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,31,5.850,0.189,0.087,255,255
t:67/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,26,5.139,0.198,0.077,255,255
t:68/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,30,5.126,0.171,0.076,255,255
t:69/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,37,6.944,0.188,0.103,255,255
t:70/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,27,5.082,0.188,0.076,255,255
t:71/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,28,5.248,0.187,0.078,255,255
t:72/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,26,4.621,0.178,0.069,255,255
t:73/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,21,3.456,0.165,0.051,255,255
t:74/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,20,3.930,0.196,0.059,255,255
t:75/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,18,3.302,0.183,0.049,255,255
t:76/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,27,4.749,0.176,0.071,255,255
t:77/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,24,4.486,0.187,0.067,255,255
t:78/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,23,4.550,0.198,0.068,255,255
t:79/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,27,5.088,0.188,0.076,255,255
t:80/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,14,3.027,0.216,0.045,255,255
t:81/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,15,3.770,0.251,0.056,255,255
t:82/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,17,3.930,0.231,0.059,255,255
t:83/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,15,3.232,0.215,0.048,255,255
t:84/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,7,1.581,0.226,0.024,255,255
t:85/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,17,3.494,0.206,0.052,255,255
t:86/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,18,3.450,0.192,0.051,255,255
t:87/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,8,1.683,0.210,0.025,255,255
t:88/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,11,2.253,0.205,0.034,255,255
t:89/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,12,2.630,0.219,0.039,255,255
t:90/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,14,2.470,0.176,0.037,255,255
t:91/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,10,2.016,0.202,0.030,255,255
t:92/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.922,0.230,0.014,255,255
t:93/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,10,1.869,0.187,0.028,255,255
t:94/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.523,0.169,0.023,255,255
t:95/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.600,0.178,0.024,255,255
t:96/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,11,2.304,0.209,0.034,255,255
t:97/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.549,0.172,0.023,255,255
t:98/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.749,0.250,0.011,255,255
t:99/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,8,1.600,0.200,0.024,255,255
t:100/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,7,1.504,0.215,0.022,255,255
t:101/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.992,0.248,0.015,255,255
t:102/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,11,2.182,0.198,0.033,255,255
t:103/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,15,2.534,0.169,0.038,255,255
t:104/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.902,0.226,0.013,255,255
t:105/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.613,0.179,0.024,255,255
t:106/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.755,0.252,0.011,255,255
t:107/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,13,2.317,0.178,0.035,255,255
t:108/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,10,2.067,0.207,0.031,255,255
t:109/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,6,1.171,0.195,0.017,255,255
t:110/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.658,0.184,0.025,255,255
t:111/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.781,0.195,0.012,255,255
t:112/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,11,1.760,0.160,0.026,255,255
t:113/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.638,0.182,0.024,255,255
t:114/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,0.755,0.151,0.011,255,255
t:115/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.755,0.189,0.011,255,255
t:116/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.690,0.188,0.025,255,255
t:117/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,7,1.670,0.239,0.025,255,255
t:118/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.538,0.179,0.008,255,255
t:119/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,0.973,0.195,0.014,255,255
t:120/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.410,0.205,0.006,255,255
t:121/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.813,0.271,0.012,255,255
t:122/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.531,0.266,0.008,255,255
t:123/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.480,0.160,0.007,255,255
t:124/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.550,0.183,0.008,255,255
t:125/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,7,1.120,0.160,0.017,255,255
t:126/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.557,0.139,0.008,255,255
t:127/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.864,0.216,0.013,255,255
t:128/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,6,1.402,0.234,0.021,255,255
t:129/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,1.280,0.320,0.019,255,255
t:130/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,1.037,0.207,0.015,255,255
t:131/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,1.126,0.225,0.017,255,255
t:132/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.435,0.145,0.006,255,255
t:133/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.774,0.194,0.012,255,255
t:134/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.781,0.195,0.012,255,255
t:135/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,1.018,0.204,0.015,255,255
t:136/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.358,0.179,0.005,255,255
t:137/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.576,0.192,0.009,255,255
t:138/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,7,1.216,0.174,0.018,255,255
t:139/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,9,1.446,0.161,0.022,255,255
t:140/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.723,0.181,0.011,255,255
t:141/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,1.120,0.280,0.017,255,255
t:142/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.582,0.194,0.009,255,255
t:143/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.134,0.134,0.002,255,255
t:144/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:145/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.576,0.144,0.009,255,255
t:146/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.096,0.096,0.001,255,255
t:147/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.243,0.122,0.004,255,255
t:148/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.403,0.202,0.006,255,255
t:149/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.314,0.157,0.005,255,255
t:150/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,5,0.877,0.175,0.013,255,255
t:151/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.742,0.186,0.011,255,255
t:152/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.365,0.182,0.005,255,255
t:153/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.410,0.205,0.006,255,255
t:154/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.339,0.339,0.005,255,255
t:155/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.365,0.365,0.005,255,255
t:156/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.358,0.358,0.005,255,255
t:157/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.557,0.186,0.008,255,255
t:158/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.717,0.358,0.011,255,255
t:159/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.288,0.288,0.004,255,255
t:160/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.237,0.237,0.004,255,255
t:161/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.250,0.250,0.004,255,255
t:162/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.570,0.190,0.008,255,255
t:163/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.762,0.190,0.011,255,255
t:164/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.685,0.171,0.010,255,255
t:165/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.640,0.213,0.010,255,255
t:166/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.608,0.304,0.009,255,255
t:167/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.454,0.454,0.007,255,255
t:168/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.627,0.314,0.009,255,255
t:169/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.410,0.410,0.006,255,255
t:170/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.614,0.154,0.009,255,255
t:171/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.512,0.256,0.008,255,255
t:172/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.614,0.205,0.009,255,255
t:173/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,4,0.877,0.219,0.013,255,255
t:174/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.371,0.186,0.006,255,255
t:175/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,3,0.493,0.164,0.007,255,255
t:176/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.282,0.141,0.004,255,255
t:177/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,1,0.128,0.128,0.002,255,255
t:178/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.320,0.160,0.005,255,255
t:179/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:180/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:181/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_3_D3D.dv,2,0.294,0.147,0.004,255,255
