Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:115/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,14,4.595,0.328,0.068,255,255
t:116/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,14,4.410,0.315,0.066,255,255
t:117/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,4.090,0.409,0.061,255,255
t:118/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.987,0.399,0.059,255,255
t:119/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.706,0.309,0.055,255,255
t:120/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,3.302,0.367,0.049,255,255
t:121/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,4.333,0.481,0.065,255,255
t:122/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,4.384,0.399,0.065,255,255
t:123/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,4.275,0.428,0.064,255,255
t:124/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,4.230,0.470,0.063,255,255
t:125/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,3.987,0.362,0.059,255,255
t:126/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,8,3.686,0.461,0.055,255,255
t:127/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,13,3.904,0.300,0.058,255,255
t:128/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,13,3.859,0.297,0.058,255,255
t:129/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.418,0.342,0.051,255,255
t:130/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.373,0.337,0.050,255,255
t:131/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,3.283,0.365,0.049,255,255
t:132/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.443,0.287,0.051,255,255
t:133/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,3.002,0.334,0.045,255,255
t:134/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,2.886,0.262,0.043,255,255
t:135/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,2.509,0.251,0.037,255,255
t:136/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.893,0.321,0.043,255,255
t:137/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,3.219,0.293,0.048,255,255
t:138/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,3.712,0.337,0.055,255,255
t:139/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,8,3.181,0.398,0.047,255,255
t:140/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.130,0.313,0.047,255,255
t:141/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,2.989,0.272,0.045,255,255
t:142/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,4.186,0.381,0.062,255,255
t:143/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,14,4.429,0.316,0.066,255,255
t:144/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,4.122,0.375,0.061,255,255
t:145/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,13,4.224,0.325,0.063,255,255
t:146/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,4.480,0.373,0.067,255,255
t:147/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,6,2.982,0.497,0.044,255,255
t:148/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.840,0.384,0.057,255,255
t:149/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.392,0.339,0.051,255,255
t:150/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,14,3.840,0.274,0.057,255,255
t:151/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.373,0.337,0.050,255,255
t:152/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.571,0.298,0.053,255,255
t:153/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.130,0.313,0.047,255,255
t:154/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.629,0.302,0.054,255,255
t:155/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,13,3.802,0.292,0.057,255,255
t:156/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.590,0.359,0.054,255,255
t:157/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.898,0.325,0.058,255,255
t:158/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.885,0.388,0.058,255,255
t:159/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,2.694,0.245,0.040,255,255
t:160/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,3.238,0.294,0.048,255,255
t:161/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,14,3.968,0.283,0.059,255,255
t:162/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.494,0.291,0.052,255,255
t:163/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,2.720,0.272,0.041,255,255
t:164/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.142,0.262,0.047,255,255
t:165/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,12,3.456,0.288,0.051,255,255
t:166/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,8,2.259,0.282,0.034,255,255
t:167/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,8,2.528,0.316,0.038,255,255
t:168/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.656,0.295,0.040,255,255
t:169/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.592,0.288,0.039,255,255
t:170/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.502,0.278,0.037,255,255
t:171/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,2.598,0.260,0.039,255,255
t:172/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,2.893,0.263,0.043,255,255
t:173/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,11,2.976,0.271,0.044,255,255
t:174/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.669,0.297,0.040,255,255
t:175/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,15,3.014,0.201,0.045,255,255
t:176/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,9,2.509,0.279,0.037,255,255
t:177/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.021,0.302,0.045,255,255
t:178/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,15,3.085,0.206,0.046,255,255
t:179/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,13,3.194,0.246,0.048,255,255
t:180/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,7,2.522,0.360,0.038,255,255
t:181/181 - RPE-GFP-WDFY2_AfterSAR_03_visit_2_D3D.dv,10,3.136,0.314,0.047,255,255
