 ,ROI,Vamp3
1,0,13162.831
2,1,10638.743
3,2,9165.208
4,3,8826.294
5,4,8170.212
6,5,10926.185
7,6,17474.752
8,7,24812.474
9,8,18051.293
10,9,14780.744
