 ,ROI,Vamp3
1,0,10178.344
2,1,7055.064
3,2,6408.055
4,3,8556.824
5,4,9123.170
6,5,14981.388
7,6,17523.153
8,7,14519.958
9,8,5387.954
10,9,3868.485
