 ,ROI,Vamp3
1,0,8736.786
2,1,7747.528
3,2,9854.950
4,3,12189.930
5,4,11342.423
6,5,16993.319
7,6,15842.375
8,7,14907.242
9,8,14736.959
10,9,13659.791
