Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:31/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,21,16.685,0.795,0.249,255,255
t:32/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,20,16.896,0.845,0.252,255,255
t:33/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,19,16.275,0.857,0.243,255,255
t:34/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,19,16.032,0.844,0.239,255,255
t:35/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,22,16.096,0.732,0.240,255,255
t:36/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,17,16.320,0.960,0.243,255,255
t:37/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,18,16.000,0.889,0.238,255,255
t:38/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,15.322,1.277,0.228,255,255
t:39/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,14.989,1.071,0.223,255,255
t:40/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,17,14.726,0.866,0.219,255,255
t:41/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,14.304,0.954,0.213,255,255
t:42/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,14.611,0.913,0.218,255,255
t:43/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,19,14.995,0.789,0.223,255,255
t:44/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,21,14.374,0.684,0.214,255,255
t:45/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,19,13.811,0.727,0.206,255,255
t:46/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,13.370,0.836,0.199,255,255
t:47/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,18,14.042,0.780,0.209,255,255
t:48/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,13.645,0.853,0.203,255,255
t:49/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,13.229,0.827,0.197,255,255
t:50/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,13.120,0.875,0.196,255,255
t:51/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,13.702,0.913,0.204,255,255
t:52/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,12.998,1.083,0.194,255,255
t:53/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,12.646,0.843,0.188,255,255
t:54/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,18,12.947,0.719,0.193,255,255
t:55/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,12.525,0.835,0.187,255,255
t:56/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,12.307,0.947,0.183,255,255
t:57/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,11.770,0.785,0.175,255,255
t:58/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,11.994,0.750,0.179,255,255
t:59/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,12.371,0.773,0.184,255,255
t:60/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,12.051,0.803,0.180,255,255
t:61/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,11.885,0.849,0.177,255,255
t:62/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,10.944,0.782,0.163,255,255
t:63/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,11.002,0.786,0.164,255,255
t:64/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.214,0.929,0.152,255,255
t:65/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,10.387,0.799,0.155,255,255
t:66/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,10.733,0.767,0.160,255,255
t:67/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,11.418,0.761,0.170,255,255
t:68/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,10.835,0.774,0.161,255,255
t:69/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,9.901,0.762,0.148,255,255
t:70/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,16,10.048,0.628,0.150,255,255
t:71/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,10.310,0.736,0.154,255,255
t:72/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.099,0.918,0.150,255,255
t:73/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,10.240,0.853,0.153,255,255
t:74/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,10.458,0.871,0.156,255,255
t:75/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.630,0.966,0.158,255,255
t:76/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.374,0.943,0.155,255,255
t:77/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,9.811,0.818,0.146,255,255
t:78/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,9.645,0.964,0.144,255,255
t:79/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,10.176,1.018,0.152,255,255
t:80/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.278,0.934,0.153,255,255
t:81/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,9.658,0.966,0.144,255,255
t:82/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,9.190,1.021,0.137,255,255
t:83/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,10.099,1.010,0.150,255,255
t:84/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,10.240,0.788,0.153,255,255
t:85/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,10.208,0.928,0.152,255,255
t:86/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,9.766,0.651,0.146,255,255
t:87/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,10.067,0.774,0.150,255,255
t:88/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,9.869,0.705,0.147,255,255
t:89/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,9.510,0.793,0.142,255,255
t:90/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,9.843,0.757,0.147,255,255
t:91/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,10.080,0.775,0.150,255,255
t:92/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,10.106,0.722,0.151,255,255
t:93/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,14,9.715,0.694,0.145,255,255
t:94/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,8.800,0.587,0.131,255,255
t:95/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,8.198,0.683,0.122,255,255
t:96/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,7.789,0.649,0.116,255,255
t:97/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,7.834,0.522,0.117,255,255
t:98/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,7.258,0.660,0.108,255,255
t:99/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,7.322,0.610,0.109,255,255
t:100/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,7.930,0.661,0.118,255,255
t:101/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,7.450,0.573,0.111,255,255
t:102/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,7.354,0.566,0.110,255,255
t:103/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,7.418,0.495,0.111,255,255
t:104/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,7.693,0.699,0.115,255,255
t:105/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,7.885,0.657,0.117,255,255
t:106/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,8.141,0.740,0.121,255,255
t:107/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,15,7.309,0.487,0.109,255,255
t:108/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,7.552,0.755,0.113,255,255
t:109/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,7.155,0.894,0.107,255,255
t:110/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,7.366,0.737,0.110,255,255
t:111/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,7.635,0.694,0.114,255,255
t:112/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,6.950,0.772,0.104,255,255
t:113/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,7.347,0.612,0.109,255,255
t:114/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,6.906,0.531,0.103,255,255
t:115/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,6.746,0.613,0.101,255,255
t:116/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,6.752,0.844,0.101,255,255
t:117/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.912,0.691,0.103,255,255
t:118/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,6.918,0.769,0.103,255,255
t:119/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,6.854,0.762,0.102,255,255
t:120/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.637,0.664,0.099,255,255
t:121/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,6.861,0.572,0.102,255,255
t:122/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.285,0.628,0.094,255,255
t:123/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.784,0.678,0.101,255,255
t:124/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.733,0.673,0.100,255,255
t:125/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,6.195,0.774,0.092,255,255
t:126/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,6.022,0.602,0.090,255,255
t:127/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,6.246,0.781,0.093,255,255
t:128/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,5.626,0.703,0.084,255,255
t:129/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,5.728,0.636,0.085,255,255
t:130/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,5.926,0.741,0.088,255,255
t:131/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,5.478,0.421,0.082,255,255
t:132/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,5.427,0.678,0.081,255,255
t:133/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,5.734,0.573,0.085,255,255
t:134/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,5.856,0.450,0.087,255,255
t:135/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,5.754,0.575,0.086,255,255
t:136/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,5.350,0.486,0.080,255,255
t:137/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,4.384,0.438,0.065,255,255
t:138/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,4.358,0.335,0.065,255,255
t:139/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,4.922,0.492,0.073,255,255
t:140/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,4.352,0.435,0.065,255,255
t:141/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,3.578,0.325,0.053,255,255
t:142/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,3.546,0.322,0.053,255,255
t:143/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,3.936,0.303,0.059,255,255
t:144/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,4.090,0.372,0.061,255,255
t:145/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,3.853,0.321,0.057,255,255
t:146/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,12,3.738,0.311,0.056,255,255
t:147/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,13,3.226,0.248,0.048,255,255
t:148/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,3.034,0.303,0.045,255,255
t:149/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,2.810,0.312,0.042,255,255
t:150/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,3.264,0.326,0.049,255,255
t:151/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,10,2.771,0.277,0.041,255,255
t:152/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,11,3.136,0.285,0.047,255,255
t:153/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,2.304,0.256,0.034,255,255
t:154/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,1.914,0.239,0.029,255,255
t:155/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,8,2.157,0.270,0.032,255,255
t:156/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,2.374,0.264,0.035,255,255
t:157/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,2.656,0.295,0.040,255,255
t:158/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,7,2.157,0.308,0.032,255,255
t:159/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,6,2.362,0.394,0.035,255,255
t:160/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,7,2.355,0.336,0.035,255,255
t:161/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,9,2.118,0.235,0.032,255,255
t:162/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,7,1.978,0.283,0.029,255,255
t:163/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,6,1.594,0.266,0.024,255,255
t:164/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,7,1.581,0.226,0.024,255,255
t:165/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,4,1.382,0.346,0.021,255,255
t:166/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,5,1.267,0.253,0.019,255,255
t:167/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,6,1.504,0.251,0.022,255,255
t:168/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,5,1.395,0.279,0.021,255,255
t:169/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,1.235,0.412,0.018,255,255
t:170/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,4,0.973,0.243,0.014,255,255
t:171/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,1.261,0.420,0.019,255,255
t:172/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,5,1.216,0.243,0.018,255,255
t:173/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,1.210,0.403,0.018,255,255
t:174/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,4,1.158,0.290,0.017,255,255
t:175/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,5,1.146,0.229,0.017,255,255
t:176/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,5,1.062,0.212,0.016,255,255
t:177/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,0.826,0.275,0.012,255,255
t:178/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,0.749,0.250,0.011,255,255
t:179/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,4,0.845,0.211,0.013,255,255
t:180/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,2,0.474,0.237,0.007,255,255
t:181/181 - RPE-GFP-WDFY2_afterWort_01_visit_1_D3D.dv,3,0.659,0.220,0.010,255,255
