Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:50/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,14,6.906,0.493,0.103,255,255
t:51/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,15,6.714,0.448,0.100,255,255
t:52/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,12,6.227,0.519,0.093,255,255
t:53/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,12,6.150,0.513,0.092,255,255
t:54/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,5.466,0.607,0.081,255,255
t:55/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,5.062,0.562,0.075,255,255
t:56/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,5.619,0.702,0.084,255,255
t:57/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,5.344,0.594,0.080,255,255
t:58/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,5.325,0.592,0.079,255,255
t:59/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,5.114,0.639,0.076,255,255
t:60/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,4.589,0.574,0.068,255,255
t:61/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,4.410,0.630,0.066,255,255
t:62/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,4.704,0.588,0.070,255,255
t:63/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,4.070,0.509,0.061,255,255
t:64/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,4.384,0.487,0.065,255,255
t:65/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,3.936,0.492,0.059,255,255
t:66/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,12,3.693,0.308,0.055,255,255
t:67/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,3.341,0.371,0.050,255,255
t:68/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,3.194,0.399,0.048,255,255
t:69/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,14,3.174,0.227,0.047,255,255
t:70/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,10,3.155,0.316,0.047,255,255
t:71/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,2.278,0.325,0.034,255,255
t:72/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,8,2.138,0.267,0.032,255,255
t:73/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,2.010,0.223,0.030,255,255
t:74/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,10,1.818,0.182,0.027,255,255
t:75/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,9,1.760,0.196,0.026,255,255
t:76/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,1.440,0.206,0.021,255,255
t:77/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,0.928,0.186,0.014,255,255
t:78/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,4,0.902,0.226,0.013,255,255
t:79/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,0.973,0.195,0.014,255,255
t:80/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,4,0.954,0.238,0.014,255,255
t:81/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,6,1.120,0.187,0.017,255,255
t:82/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,0.966,0.138,0.014,255,255
t:83/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,6,1.344,0.224,0.020,255,255
t:84/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,6,1.472,0.245,0.022,255,255
t:85/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,6,1.286,0.214,0.019,255,255
t:86/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,1.414,0.202,0.021,255,255
t:87/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,6,0.928,0.155,0.014,255,255
t:88/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,0.973,0.195,0.014,255,255
t:89/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,1.222,0.244,0.018,255,255
t:90/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,7,1.440,0.206,0.021,255,255
t:91/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,1.242,0.248,0.019,255,255
t:92/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.973,0.324,0.014,255,255
t:93/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,4,1.005,0.251,0.015,255,255
t:94/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,5,0.979,0.196,0.015,255,255
t:95/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.883,0.294,0.013,255,255
t:96/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.896,0.299,0.013,255,255
t:97/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.922,0.307,0.014,255,255
t:98/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,1.075,0.358,0.016,255,255
t:99/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,1.139,0.380,0.017,255,255
t:100/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,1.011,0.506,0.015,255,255
t:101/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.685,0.342,0.010,255,255
t:102/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,4,1.037,0.259,0.015,255,255
t:103/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.941,0.314,0.014,255,255
t:104/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,4,1.069,0.267,0.016,255,255
t:105/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.928,0.464,0.014,255,255
t:106/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,1.050,0.525,0.016,255,255
t:107/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.864,0.288,0.013,255,255
t:108/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.781,0.390,0.012,255,255
t:109/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.461,0.461,0.007,255,255
t:110/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.710,0.710,0.011,255,255
t:111/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.461,0.461,0.007,255,255
t:112/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.410,0.410,0.006,255,255
t:113/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.589,0.294,0.009,255,255
t:114/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.614,0.307,0.009,255,255
t:115/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.736,0.368,0.011,255,255
t:116/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.710,0.237,0.011,255,255
t:117/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.262,0.262,0.004,255,255
t:118/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.435,0.435,0.006,255,255
t:119/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.384,0.384,0.006,255,255
t:120/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.339,0.339,0.005,255,255
t:121/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.525,0.262,0.008,255,255
t:122/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.525,0.525,0.008,255,255
t:123/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.454,0.227,0.007,255,255
t:124/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.550,0.550,0.008,255,255
t:125/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.710,0.355,0.011,255,255
t:126/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.480,0.480,0.007,255,255
t:127/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.422,0.422,0.006,255,255
t:128/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.346,0.346,0.005,255,255
t:129/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.448,0.448,0.007,255,255
t:130/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.506,0.506,0.008,255,255
t:131/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.557,0.557,0.008,255,255
t:132/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.493,0.246,0.007,255,255
t:133/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,3,0.595,0.198,0.009,255,255
t:134/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.435,0.218,0.006,255,255
t:135/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.378,0.189,0.006,255,255
t:136/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.339,0.170,0.005,255,255
t:137/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.250,0.125,0.004,255,255
t:138/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.198,0.198,0.003,255,255
t:139/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.192,0.192,0.003,255,255
t:140/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.224,0.224,0.003,255,255
t:141/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.166,0.166,0.002,255,255
t:142/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.096,0.096,0.001,255,255
t:143/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.301,0.301,0.004,255,255
t:144/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.205,0.205,0.003,255,255
t:145/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.390,0.390,0.006,255,255
t:146/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.198,0.099,0.003,255,255
t:147/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.237,0.237,0.004,255,255
t:148/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.339,0.339,0.005,255,255
t:149/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.141,0.141,0.002,255,255
t:150/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.109,0.109,0.002,255,255
t:151/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.147,0.147,0.002,255,255
t:152/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.186,0.186,0.003,255,255
t:153/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.147,0.147,0.002,255,255
t:154/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.218,0.218,0.003,255,255
t:155/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.237,0.237,0.004,255,255
t:156/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.237,0.237,0.004,255,255
t:157/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.282,0.282,0.004,255,255
t:158/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.358,0.179,0.005,255,255
t:159/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:160/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.230,0.230,0.003,255,255
t:161/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.198,0.198,0.003,255,255
t:162/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:163/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:164/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:165/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:166/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:167/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:168/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:169/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:170/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:171/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:172/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:173/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:174/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:175/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:176/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,2,0.224,0.112,0.003,255,255
t:177/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:178/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:179/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,1,0.147,0.147,0.002,255,255
t:180/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:181/181 - RPE-GFP-WDFY2_afterWort_01_visit_2_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
