Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:47/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,4.794,0.479,0.071,255,255
t:48/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,5.146,0.515,0.077,255,255
t:49/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,4.698,0.470,0.070,255,255
t:50/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,4.410,0.441,0.066,255,255
t:51/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,4.627,0.514,0.069,255,255
t:52/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,3.693,0.410,0.055,255,255
t:53/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,4.179,0.418,0.062,255,255
t:54/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,12,4.282,0.357,0.064,255,255
t:55/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,12,4.262,0.355,0.064,255,255
t:56/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,3.712,0.412,0.055,255,255
t:57/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,3.494,0.388,0.052,255,255
t:58/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,3.590,0.359,0.054,255,255
t:59/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,10,3.430,0.343,0.051,255,255
t:60/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,3.392,0.377,0.051,255,255
t:61/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,3.066,0.341,0.046,255,255
t:62/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,11,3.290,0.299,0.049,255,255
t:63/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,7,2.765,0.395,0.041,255,255
t:64/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,8,2.630,0.329,0.039,255,255
t:65/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,2.829,0.314,0.042,255,255
t:66/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,2.490,0.277,0.037,255,255
t:67/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,8,2.560,0.320,0.038,255,255
t:68/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,2.586,0.287,0.039,255,255
t:69/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,8,2.304,0.288,0.034,255,255
t:70/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,6,1.651,0.275,0.025,255,255
t:71/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,6,1.901,0.317,0.028,255,255
t:72/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,8,1.754,0.219,0.026,255,255
t:73/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,9,1.658,0.184,0.025,255,255
t:74/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,7,1.722,0.246,0.026,255,255
t:75/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,6,1.363,0.227,0.020,255,255
t:76/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,7,1.331,0.190,0.020,255,255
t:77/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,6,1.370,0.228,0.020,255,255
t:78/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,1.069,0.267,0.016,255,255
t:79/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.832,0.208,0.012,255,255
t:80/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.928,0.232,0.014,255,255
t:81/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.819,0.205,0.012,255,255
t:82/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,5,1.011,0.202,0.015,255,255
t:83/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.723,0.181,0.011,255,255
t:84/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,5,0.698,0.140,0.010,255,255
t:85/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,5,0.877,0.175,0.013,255,255
t:86/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,5,0.806,0.161,0.012,255,255
t:87/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,6,0.794,0.132,0.012,255,255
t:88/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.454,0.114,0.007,255,255
t:89/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.390,0.130,0.006,255,255
t:90/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.422,0.141,0.006,255,255
t:91/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.122,0.122,0.002,255,255
t:92/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.109,0.109,0.002,255,255
t:93/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.403,0.134,0.006,255,255
t:94/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.243,0.122,0.004,255,255
t:95/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,4,0.518,0.130,0.008,255,255
t:96/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.442,0.147,0.007,255,255
t:97/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.269,0.134,0.004,255,255
t:98/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.192,0.096,0.003,255,255
t:99/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.192,0.192,0.003,255,255
t:100/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.128,0.128,0.002,255,255
t:101/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.262,0.131,0.004,255,255
t:102/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.467,0.234,0.007,255,255
t:103/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.339,0.113,0.005,255,255
t:104/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.410,0.137,0.006,255,255
t:105/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.371,0.186,0.006,255,255
t:106/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.378,0.189,0.006,255,255
t:107/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.582,0.194,0.009,255,255
t:108/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.499,0.250,0.007,255,255
t:109/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.506,0.253,0.008,255,255
t:110/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.198,0.198,0.003,255,255
t:111/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.378,0.378,0.006,255,255
t:112/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.499,0.499,0.007,255,255
t:113/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.499,0.499,0.007,255,255
t:114/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.506,0.253,0.008,255,255
t:115/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.691,0.346,0.010,255,255
t:116/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.800,0.400,0.012,255,255
t:117/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.608,0.304,0.009,255,255
t:118/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.730,0.243,0.011,255,255
t:119/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.493,0.246,0.007,255,255
t:120/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.314,0.314,0.005,255,255
t:121/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.589,0.196,0.009,255,255
t:122/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.365,0.365,0.005,255,255
t:123/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.518,0.173,0.008,255,255
t:124/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.454,0.227,0.007,255,255
t:125/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.397,0.198,0.006,255,255
t:126/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.435,0.218,0.006,255,255
t:127/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.410,0.205,0.006,255,255
t:128/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.339,0.170,0.005,255,255
t:129/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.307,0.154,0.005,255,255
t:130/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.166,0.166,0.002,255,255
t:131/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.243,0.122,0.004,255,255
t:132/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.205,0.102,0.003,255,255
t:133/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:134/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.224,0.112,0.003,255,255
t:135/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.096,0.096,0.001,255,255
t:136/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.339,0.113,0.005,255,255
t:137/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.237,0.118,0.004,255,255
t:138/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.096,0.096,0.001,255,255
t:139/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,3,0.365,0.122,0.005,255,255
t:140/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.192,0.096,0.003,255,255
t:141/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.122,0.122,0.002,255,255
t:142/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.166,0.166,0.002,255,255
t:143/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.109,0.109,0.002,255,255
t:144/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,2,0.224,0.112,0.003,255,255
t:145/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:146/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.102,0.102,0.002,255,255
t:147/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.096,0.096,0.001,255,255
t:148/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.109,0.109,0.002,255,255
t:149/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.192,0.192,0.003,255,255
t:150/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.179,0.179,0.003,255,255
t:151/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.166,0.166,0.002,255,255
t:152/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.102,0.102,0.002,255,255
t:153/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.154,0.154,0.002,255,255
t:154/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.122,0.122,0.002,255,255
t:155/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:156/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.166,0.166,0.002,255,255
t:157/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.115,0.115,0.002,255,255
t:158/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.173,0.173,0.003,255,255
t:159/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:160/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.147,0.147,0.002,255,255
t:161/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:162/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:163/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:164/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:165/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:166/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:167/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:168/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:169/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:170/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:171/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:172/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:173/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,1,0.096,0.096,0.001,255,255
t:174/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:175/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:176/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:177/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:178/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:179/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:180/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
t:181/181 - RPE-GFP-WDFY2_afterWort_01_visit_4_D3D.dv,0,0.000,NaN,0.000,NaN,NaN
