Slice,Count,Total Area,Average Size,%Area,Mean,Median
t:47/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,26,26.630,1.024,0.397,255,255
t:48/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,28,25.037,0.894,0.373,255,255
t:49/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,29,24.019,0.828,0.358,255,255
t:50/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,26,22.720,0.874,0.339,255,255
t:51/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,22,20.870,0.949,0.311,255,255
t:52/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,21,20.762,0.989,0.309,255,255
t:53/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,24,21.203,0.883,0.316,255,255
t:54/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,21,19.162,0.912,0.286,255,255
t:55/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,26,18.662,0.718,0.278,255,255
t:56/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,23,18.701,0.813,0.279,255,255
t:57/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,23,17.587,0.765,0.262,255,255
t:58/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,22,15.072,0.685,0.225,255,255
t:59/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,20,14.976,0.749,0.223,255,255
t:60/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,24,14.816,0.617,0.221,255,255
t:61/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,20,14.157,0.708,0.211,255,255
t:62/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,23,13.971,0.607,0.208,255,255
t:63/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,16,12.026,0.752,0.179,255,255
t:64/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,17,11.770,0.692,0.175,255,255
t:65/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,18,11.379,0.632,0.170,255,255
t:66/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,11.469,0.819,0.171,255,255
t:67/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,16,10.989,0.687,0.164,255,255
t:68/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,16,10.234,0.640,0.152,255,255
t:69/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,16,9.382,0.586,0.140,255,255
t:70/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,15,10.042,0.669,0.150,255,255
t:71/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,18,10.432,0.580,0.155,255,255
t:72/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,20,10.656,0.533,0.159,255,255
t:73/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,15,9.517,0.634,0.142,255,255
t:74/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,18,10.118,0.562,0.151,255,255
t:75/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,17,10.598,0.623,0.158,255,255
t:76/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,9.318,0.932,0.139,255,255
t:77/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,9.728,0.695,0.145,255,255
t:78/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,16,9.069,0.567,0.135,255,255
t:79/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,17,8.390,0.494,0.125,255,255
t:80/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,18,8.288,0.460,0.124,255,255
t:81/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,17,7.917,0.466,0.118,255,255
t:82/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,7.341,0.734,0.109,255,255
t:83/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,11,6.842,0.622,0.102,255,255
t:84/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,13,6.694,0.515,0.100,255,255
t:85/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,7.066,0.505,0.105,255,255
t:86/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,11,6.925,0.630,0.103,255,255
t:87/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,6.912,0.494,0.103,255,255
t:88/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,6.547,0.468,0.098,255,255
t:89/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,12,6.701,0.558,0.100,255,255
t:90/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,12,6.323,0.527,0.094,255,255
t:91/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,12,6.074,0.506,0.091,255,255
t:92/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,11,6.726,0.611,0.100,255,255
t:93/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,13,6.438,0.495,0.096,255,255
t:94/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,12,6.547,0.546,0.098,255,255
t:95/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,6.310,0.451,0.094,255,255
t:96/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,5.920,0.592,0.088,255,255
t:97/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,5.741,0.574,0.086,255,255
t:98/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,5.466,0.683,0.081,255,255
t:99/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,13,5.709,0.439,0.085,255,255
t:100/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,11,5.709,0.519,0.085,255,255
t:101/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,9,5.722,0.636,0.085,255,255
t:102/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,5.555,0.556,0.083,255,255
t:103/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,11,6.099,0.554,0.091,255,255
t:104/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,14,6.195,0.443,0.092,255,255
t:105/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,10,5.350,0.535,0.080,255,255
t:106/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,5.248,0.656,0.078,255,255
t:107/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,4.845,0.606,0.072,255,255
t:108/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,5.094,0.728,0.076,255,255
t:109/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,5.037,0.630,0.075,255,255
t:110/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,9,4.544,0.505,0.068,255,255
t:111/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,4.397,0.628,0.066,255,255
t:112/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.962,0.566,0.059,255,255
t:113/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,3.962,0.792,0.059,255,255
t:114/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,4.307,0.718,0.064,255,255
t:115/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,3.930,0.655,0.059,255,255
t:116/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,4.570,0.571,0.068,255,255
t:117/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.827,0.547,0.057,255,255
t:118/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,4.230,0.529,0.063,255,255
t:119/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,4.486,0.641,0.067,255,255
t:120/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,4.269,0.534,0.064,255,255
t:121/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,3.891,0.778,0.058,255,255
t:122/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,4.058,0.676,0.060,255,255
t:123/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,3.827,0.638,0.057,255,255
t:124/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,3.578,0.596,0.053,255,255
t:125/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.616,0.517,0.054,255,255
t:126/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.648,0.521,0.054,255,255
t:127/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.731,0.533,0.056,255,255
t:128/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.968,0.567,0.059,255,255
t:129/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,9,3.866,0.430,0.058,255,255
t:130/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,3.187,0.637,0.047,255,255
t:131/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,3.091,0.773,0.046,255,255
t:132/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,3.104,0.517,0.046,255,255
t:133/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.059,0.437,0.046,255,255
t:134/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,2.810,0.401,0.042,255,255
t:135/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,2.432,0.347,0.036,255,255
t:136/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,3.104,0.443,0.046,255,255
t:137/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,2.496,0.416,0.037,255,255
t:138/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,2.400,0.480,0.036,255,255
t:139/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,2.003,0.286,0.030,255,255
t:140/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,2.118,0.353,0.032,255,255
t:141/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.587,0.317,0.024,255,255
t:142/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,8,2.771,0.346,0.041,255,255
t:143/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,1.670,0.239,0.025,255,255
t:144/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.466,0.244,0.022,255,255
t:145/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.651,0.275,0.025,255,255
t:146/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.427,0.238,0.021,255,255
t:147/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,0.979,0.196,0.015,255,255
t:148/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,1.030,0.258,0.015,255,255
t:149/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.261,0.252,0.019,255,255
t:150/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.402,0.234,0.021,255,255
t:151/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.459,0.243,0.022,255,255
t:152/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,1.485,0.371,0.022,255,255
t:153/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.286,0.257,0.019,255,255
t:154/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.158,0.232,0.017,255,255
t:155/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.203,0.241,0.018,255,255
t:156/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.050,0.210,0.016,255,255
t:157/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,0.909,0.303,0.014,255,255
t:158/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,0.768,0.256,0.011,255,255
t:159/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.685,0.342,0.010,255,255
t:160/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,0.877,0.292,0.013,255,255
t:161/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.710,0.355,0.011,255,255
t:162/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.819,0.410,0.012,255,255
t:163/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.736,0.368,0.011,255,255
t:164/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,0.890,0.222,0.013,255,255
t:165/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,1.139,0.285,0.017,255,255
t:166/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,6,1.318,0.220,0.020,255,255
t:167/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,7,1.171,0.167,0.017,255,255
t:168/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.037,0.207,0.015,255,255
t:169/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,0.749,0.250,0.011,255,255
t:170/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,0.973,0.243,0.014,255,255
t:171/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.229,0.246,0.018,255,255
t:172/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,1.126,0.225,0.017,255,255
t:173/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,1.069,0.356,0.016,255,255
t:174/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,0.704,0.176,0.010,255,255
t:175/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,0.922,0.184,0.014,255,255
t:176/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,4,0.749,0.187,0.011,255,255
t:177/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,5,0.781,0.156,0.012,255,255
t:178/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.518,0.259,0.008,255,255
t:179/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.506,0.253,0.008,255,255
t:180/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,2,0.531,0.266,0.008,255,255
t:181/181 - RPE-GFP-WDFY2_afterWort_01_visit_3_D3D.dv,3,0.602,0.201,0.009,255,255
