 ,ROI,Vamp3
1,0,7839.683
2,1,9621.636
3,2,8173.610
4,3,10349.193
5,4,11843.314
6,5,14023.352
7,6,20178.735
8,7,11836.071
9,8,9965.392
10,9,4684.646
