 ,ROI,Vamp3
1,0,13520.189
2,1,16974.640
3,2,14936.713
4,3,7963.933
5,4,10410.211
6,5,13360.545
7,6,20579.085
8,7,22773.486
9,8,14964.011
10,9,10083.693
