 ,ROI,Vamp3
1,0,8893.866
2,1,9416.093
3,2,9319.067
4,3,8063.748
5,4,9605.252
6,5,9954.611
7,6,14214.305
8,7,18225.044
9,8,16419.633
10,9,11475.332
