 ,ROI,Vamp3
1,0,19555.122
2,1,18604.837
3,2,9659.892
4,3,9015.026
5,4,7802.461
6,5,6585.319
7,6,9849.374
8,7,11403.813
9,8,17273.071
10,9,15528.034
