 ,ROI,Vamp3
1,0,5524.287
2,1,5716.709
3,2,5755.037
4,3,7559.663
5,4,7091.422
6,5,9472.219
7,6,10052.376
8,7,12025.139
9,8,11592.738
10,9,7819.495
