 ,ROI,Vamp3
1,0,3460.688
2,1,3947.364
3,2,5138.495
4,3,3369.933
5,4,5935.339
6,5,4263.200
7,6,7405.375
8,7,11208.668
9,8,14142.360
10,9,5754.960
