 ,Compartment,Mean intensity,Area,X_Coordinate,Y_Coordinate
1,Lamp1,7760.54545455,0.0880249384694,23.6446865314,19.9526185399
2,Lamp1,23417.7333333,0.120034007004,28.3364862962,20.0767717807
3,Lamp1,9442.63636364,0.0880249384694,29.0364069683,20.6357324414
4,Lamp1,17444.2777778,0.288081616809,29.5376734192,21.3326260876
5,Lamp1,28576.0,0.216061212607,28.2761867358,22.3920098487
6,Lamp1,12415.4285714,0.0560158699351,22.3191202701,22.3446789535
7,Lamp1,13588.7567568,0.296083883943,28.7454022046,23.4772049378
8,Lamp1,12832.4444444,0.0720204042023,30.2011342422,23.5118588283
9,Lamp1,14739.7818182,0.440124692347,26.946403722,23.9520877871
10,Lamp1,10654.75,0.22406347974,26.050688045,24.1976834993
11,Lamp1,12517.3333333,0.0480136028015,30.3701055379,24.2424111952
12,Lamp1,12333.8333333,0.0480136028015,25.017691258,25.0773281859
13,Lamp1,8280.38461538,0.104029472737,28.4846611248,25.8629300248
14,Lamp1,17355.0434783,0.184052144072,35.4379479553,25.9517870528
15,Lamp1,14299.3809524,0.168047609805,38.6894569813,26.4340682959
16,Lamp1,13677.25,0.0640181370687,37.3028984074,26.9708006471
17,Lamp1,14148.4,0.0400113356679,35.6479736579,27.4180776064
18,Lamp1,11246.5384615,0.104029472737,22.9590703812,27.6313943101
19,Lamp1,17922.2222222,0.216061212607,28.8394243882,27.6599384807
20,Lamp1,12076.6666667,0.0480136028015,30.981384049,27.6118976221
21,Lamp1,13758.4545455,0.0880249384694,25.9867913366,28.6704530925
22,Lamp1,14658.4444444,0.0720204042023,31.3839333124,29.018335172
23,Lamp1,15808.5714286,0.0560158699351,29.8844905535,29.4627722776
24,Lamp1,19068.2380952,0.336095219611,36.3465776706,30.0889600206
25,Lamp1,13050.1428571,0.11203173987,22.8366836088,30.0442323247
26,Lamp1,3721.83333333,0.096027205603,47.9108169593,30.4744701618
27,Lamp1,9073.4,0.440124692347,39.5661198216,30.7718415705
28,Lamp1,15663.0,0.136038541271,25.0027820261,30.8173824972
29,Lamp1,7326.0,0.0400113356679,39.923941389,31.479352397
30,Lamp1,15520.6666667,0.096027205603,21.2009278718,32.2039410711
31,Lamp1,13618.05,0.320090685343,31.4346247011,32.5617626386
32,Lamp1,11667.6666667,0.0480136028015,41.0898433296,32.3530333909
33,Lamp1,9295.52941176,0.136038541271,60.5165725962,32.6959457264
34,Lamp1,18995.2289157,0.664188172088,34.1358542027,33.4029666549
35,Lamp1,10316.5,0.096027205603,24.0635004115,33.5457719491
36,Lamp1,14122.5921053,0.608172302153,26.430537162,33.7705874734
37,Lamp1,30551.1866667,1.20034007004,37.0738926042,34.04135482
38,Lamp1,11205.4,0.0400113356679,45.0407898036,33.6799550369
39,Lamp1,30358.3197279,1.17633326864,39.0138088443,34.8538288526
40,Lamp1,39067.2714286,0.560158699351,37.8971377962,35.3540487989
41,Lamp1,17642.6774194,0.248070281141,26.6620352622,35.2612955124
42,Lamp1,29973.4,0.0400113356679,37.0971510061,35.07545915
43,Lamp1,18085.8571429,0.0560158699351,31.328556165,35.2006966986
44,Lamp1,11859.04,0.20005667834,58.5771797005,35.3796074823
45,Lamp1,23209.8571429,0.11203173987,30.5681853342,35.3476591281
46,Lamp1,32013.4565217,0.368104288145,35.0567901986,35.4262798607
47,Lamp1,12793.1388889,0.288081616809,27.7709294299,35.553548522
48,Lamp1,30210.7,0.0800226713359,36.8824580656,35.5137905701
49,Lamp1,14928.0,0.0640181370687,29.2519131396,35.6927013538
50,Lamp1,11599.7777778,0.0720204042023,45.1203057075,35.7970659777
51,Lamp1,20136.3636364,0.0880249384694,32.5332995594,36.5913214267
52,Lamp1,10979.0,0.0400113356679,53.7179628145,36.5425275765
53,Lamp1,9220.85294118,0.272077082542,41.9177442112,37.4423435771
54,Lamp1,22362.755102,0.392111089546,35.686311683,38.0961304026
55,Lamp1,19165.3,0.560158699351,37.1009848086,38.2562372978
56,Lamp1,11135.8,0.0400113356679,34.0377766043,38.242180022
57,Lamp1,15301.8333333,0.096027205603,38.7341846772,38.5552738935
58,Lamp1,15379.3548387,1.24035140571,42.6947500106,39.8437201021
59,Lamp1,8933.46666667,0.120034007004,62.860303863,39.4528096585
60,Lamp1,7378.85714286,0.0560158699351,48.6190054782,39.5584522165
61,Lamp1,11758.0,0.0720204042023,40.200259155,39.8225586116
62,Lamp1,15672.6485623,2.50470961281,41.1304745593,41.0544517662
63,Lamp1,14196.2079646,3.61702474438,43.9471382651,41.8279162826
64,Lamp1,7101.5,0.0640181370687,67.5723666295,40.3779275027
65,Lamp1,6428.2173913,0.184052144072,73.8920983623,41.093084467
66,Lamp1,8886.27777778,0.144040808405,24.391503515,41.1494802576
67,Lamp1,9527.87142857,0.560158699351,41.4204023015,43.2235674146
68,Lamp1,9993.0,0.0400113356679,33.9483212125,43.6989589257
69,Lamp1,11766.7058824,0.136038541271,73.6138943815,44.0673046569
70,Lamp1,15578.75,0.160045342672,39.4721916601,45.1257724259
71,Lamp1,11758.0,0.240068014008,29.1386029766,45.2614464369
72,Lamp1,10860.5714286,0.0560158699351,48.3250806192,45.1302451955
73,Lamp1,9121.22222222,0.0720204042023,46.6609263452,45.4284298351
74,Lamp1,8630.75,0.096027205603,28.8940915722,46.5168037694
75,Lamp1,7629.58823529,0.272077082542,69.0464073145,46.8009561906
76,Lamp1,8011.8,0.320090685343,36.1757604699,47.1854828236
77,Lamp1,7015.2,0.0800226713359,69.7036413406,56.1958771691
78,EEA1,8004.0,0.0560158699351,27.4436362898,20.3511016491
79,EEA1,10323.5588235,0.544154165084,28.6309874784,20.7602285148
80,EEA1,8926.32352941,0.272077082542,35.4532766286,22.4611964807
81,EEA1,11951.5151515,0.264074815408,41.5601618293,24.7886312395
82,EEA1,9660.125,0.0640181370687,29.3749143034,24.9916001021
83,EEA1,12393.7,0.240068014008,33.2714420807,25.318857744
84,EEA1,17849.65625,0.256072548275,27.5298968462,25.5730601492
85,EEA1,11990.7857143,0.22406347974,23.5810802625,26.1688969557
86,EEA1,15706.6111111,1.00828565883,34.2237870223,26.6704861172
87,EEA1,18859.75,0.128036274137,24.393367169,26.4899779158
88,EEA1,14421.84,0.20005667834,28.620358073,27.8367288403
89,EEA1,16738.7352941,0.272077082542,30.8936826844,28.0837309635
90,EEA1,13011.875,0.0640181370687,45.8906160264,28.2679038291
91,EEA1,14283.6470588,0.272077082542,31.3225423572,28.9703917593
92,EEA1,3477.27419355,0.496140562282,75.0574022608,29.4741087904
93,EEA1,15451.1666667,0.096027205603,29.9004647306,29.4233693073
94,EEA1,13878.2018349,0.872247117561,34.1108181628,30.5744577634
95,EEA1,12781.4888889,0.360102021011,38.2163373532,31.0937002632
96,EEA1,5536.39534884,0.344097486744,29.822971397,31.1648022749
97,EEA1,3743.44444444,0.0720204042023,59.7412925333,31.0956881608
98,EEA1,14375.7435897,0.31208841821,25.3193164896,31.8380914557
99,EEA1,15220.4736842,0.152043075538,36.1140833313,31.8343490574
100,EEA1,20184.3018868,0.42412015808,37.1484612686,32.1338958115
101,EEA1,20340.3846154,0.104029472737,26.8607017032,32.0491144314
102,EEA1,24056.8846154,0.208058945473,37.9325267424,32.276193503
103,EEA1,1564.1,0.160045342672,69.1758545286,32.2978692326
104,EEA1,10843.0793651,0.504142829416,40.8108277026,33.0196890493
105,EEA1,1613.375,0.384108822412,76.419132154,32.96803921
106,EEA1,13415.3684211,0.152043075538,21.1562001759,32.8748565101
107,EEA1,20443.3578947,0.760215377691,34.5566178772,33.4765617249
108,EEA1,3519.54545455,0.0880249384694,71.7554227377,33.0618996022
109,EEA1,27009.3137255,0.408115623813,36.6126886682,33.9886638402
110,EEA1,17892.7692308,0.104029472737,38.9922290768,33.8244599007
111,EEA1,23745.5555556,0.0720204042023,29.3264592995,34.3061427799
112,EEA1,8493.23076923,0.104029472737,32.4275795508,34.3061427799
113,EEA1,4192.5,0.0800226713359,42.9385880948,34.9502216014
114,EEA1,3911.60465116,0.344097486744,71.3614785912,35.2901520904
115,EEA1,8388.89795918,0.392111089546,31.6882033527,35.4654116337
116,EEA1,22398.5,0.256072548275,35.4075622923,35.3516526724
117,EEA1,13580.6315789,0.304086151076,26.6247495259,35.5020201238
118,EEA1,10742.75,0.192054411206,43.9114154814,35.6517009659
119,EEA1,2905.875,0.384108822412,68.7371503777,36.0076588794
120,EEA1,3321.0,0.144040808405,69.8050241181,35.9809465054
121,EEA1,14219.4848485,0.528149630817,32.6756149555,36.5072875737
122,EEA1,26383.7971014,0.552156432217,37.6522930176,36.787557563
123,EEA1,8486.01923077,0.416117890946,34.1650785082,37.0981831837
124,EEA1,22550.4863014,1.1683310015,38.7660455017,37.5780043728
125,EEA1,8643.84090909,0.352099753878,42.6580234567,37.0731606965
126,EEA1,34037.5714286,0.0560158699351,28.3765282335,37.0792599277
127,EEA1,851.636363636,0.0880249384694,73.430678258,37.2175091697
128,EEA1,2272.91935484,0.992281124565,76.6178217173,38.0488409492
129,EEA1,19653.6511628,0.344097486744,30.6384717135,38.7081802028
130,EEA1,15584.4,0.560158699351,32.210330742,39.1955189124
131,EEA1,1022.25,0.0640181370687,70.8151245845,39.505737432
132,EEA1,1248.8,0.0400113356679,76.0281375454,39.6019019783
133,EEA1,8680.0625,0.128036274137,35.1336051547,40.1542890231
134,EEA1,2237.51879699,1.06430152877,74.5146599306,40.4328282272
135,EEA1,1811.61904762,0.168047609805,70.8039426606,40.3891094267
136,EEA1,11499.1,0.160045342672,28.5228516959,40.8274408468
137,EEA1,7568.25925926,0.216061212607,34.4784272383,41.0550551217
138,EEA1,1666.92857143,0.11203173987,64.3184267504,41.0600248657
139,EEA1,2494.97391304,0.920260720362,75.7123211185,43.0556579772
