 ,ROI,Vamp3
1,0,6718.910
2,1,8201.397
3,2,6962.364
4,3,8988.032
5,4,8778.888
6,5,8320.359
7,6,7879.498
8,7,8770.027
9,8,10173.391
10,9,9982.752
